acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,Max Search Time Delta
0.0779,['Red Hot Chili Peppers'],0.595,215907,0.7170000000000001,0,1G391cbiT3v3Cywg8T7DM1,0.00274,0,0.108,-4.803,1,Scar Tissue,76,1999-06-08,0.0295,88.969,0.547,1999,473385600.0
0.527,['Giveon'],0.451,198371,0.462,0,3FAJ6O0NOHQV8Mc5Ri6ENp,0.0,0,0.303,-8.962,1,HEARTBREAK ANNIVERSARY,77,2020-03-27,0.0782,89.17399999999998,0.5329999999999999,2020,2678400.0
0.0513,['Rod Wave'],0.733,159670,0.389,1,6fWa5CRgy0z30OeGZyMBvD,0.0,10,0.141,-8.468,0,Heart On Ice,76,2019-06-14,0.0738,157.878,0.244,2019,34214400.0
0.073,['Aminé'],0.754,121347,0.342,1,5qHirGR7M9tdm6C17DlzSY,0.0,10,0.193,-8.677,0,REEL IT IN,76,2018-08-15,0.0991,128.981,0.423,2018,81475200.0
0.588,['Sam Smith'],0.418,172724,0.42,0,5Nm9ERjJZ5oyfXZTECKmRt,6.39e-05,0,0.11,-6.444,1,Stay With Me,81,2014-05-26,0.0414,84.094,0.184,2014,213062400.0
0.0601,"['Bad Bunny', 'ABRA']",0.612,163053,0.561,1,5jZ32WOU7sqzDYbzINwMUk,0.0,1,0.145,-6.0539999999999985,1,SORRY PAPI,80,2020-11-27,0.0851,191.911,0.393,2020,10454400.0
0.00536,"['J Balvin', 'Tainy', 'Dua Lipa', 'Bad Bunny']",0.5710000000000001,232253,0.693,0,0EhpEsp4L0oRGM0vmeaN5e,0.0,6,0.173,-8.234,0,UN DIA (ONE DAY) (Feat. Tainy),89,2020-07-24,0.0545,168.169,0.393,2020,
0.393,"['Masego', 'Don Toliver']",0.747,228453,0.494,0,2Ee9amLUslOwgoJWZEpSSD,0.0,3,0.0982,-7.957000000000002,0,Mystery Lady (feat. Don Toliver),76,2020-11-10,0.141,76.006,0.624,2020,
0.0588,"['Post Malone', 'DaBaby']",0.542,196760,0.674,1,0Xek5rqai2jcOWCYWJfVCF,0.0,6,0.0955,-4.169,1,Enemies (feat. DaBaby),77,2019-09-06,0.21,76.388,0.667,2019,
0.491,['SZA'],0.5770000000000001,231400,0.523,1,06u5LrUpbosQlQ1QJFhPpG,0.0,0,0.147,-5.5379999999999985,0,Drew Barrymore,78,2017-06-09,0.0429,134.93,0.29,2017,481161600.0
0.445,"['Grover Washington, Jr.']",0.743,443773,0.43,0,5fdNHVZHbWB1AaXk4RBGVD,0.363,10,0.0455,-14.575,0,Just the Two of Us,76,1980,0.0906,95.406,0.593,1980,10454400.0
0.18600000000000005,"['Ozuna', 'Camilo']",0.7340000000000001,224187,0.775,0,0JAZWvvqttGFm4UMDsPQXC,0.000542,8,0.123,-3.855,1,Despeinada,85,2020-09-04,0.0614,166.03900000000004,0.72,2020,0.0
0.25,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']",0.8,195429,0.6579999999999999,1,7hxHWCCAIIxFLCzvDgnQHX,0.0,1,0.111,-6.142,0,"Lemonade (feat. Gunna, Don Toliver & NAV)",88,2020-08-28,0.079,140.042,0.462,2020,
0.00488,"['Joji', 'Diplo']",0.528,163906,0.7490000000000001,1,6Ed1q0X8oSKSm4IIhiQbYg,9.6e-05,7,0.0949,-7.5710000000000015,1,Daylight,76,2020-08-06,0.0479,163.94400000000005,0.7290000000000001,2020,426038400.0
0.0739,['Kim Dracula'],0.677,192358,0.685,1,3rchFjeKZ0bJxO7EEdM3S5,0.0,4,0.107,-5.643,0,Paparazzi,80,2020-12-11,0.0505,91.008,0.177,2020,365472000.0
0.378,"['Hailee Steinfeld', 'Grey', 'Zedd']",0.728,181880,0.616,0,4Ce37cRWvM1vIGGynKcs22,0.0,4,0.105,-4.238,1,Starving,76,2016-07-22,0.0645,99.962,0.508,2016,139276800.0
0.374,['Ali Gatie'],0.732,212607,0.463,0,5DqdesEfbRyOlSS3Tf6c29,0.0,11,0.194,-6.972,0,It's You,84,2019-11-08,0.0287,95.971,0.397,2019,31536000.0
0.00543,['BØRNS'],0.611,218107,0.797,0,2GiJYvgVaD2HtM8GqD9EgQ,0.00137,6,0.26,-7.627000000000002,0,Electric Love,85,2015-10-16,0.0533,120.041,0.518,2015,20995200.0
0.17600000000000002,"['Rauw Alejandro', 'Anuel AA']",0.823,231595,0.537,1,7r9ZhitdQBONTFOiJW5mr8,3.98e-06,8,0.123,-2.639,1,Reloj,89,2020-10-22,0.209,175.946,0.615,2020,10454400.0
0.439,['Juice WRLD'],0.745,168685,0.5,1,21CkzgKCBCq5V4XKjiGSIj,0.0,8,0.0943,-6.184,1,Stay High,79,2020-07-10,0.135,76.968,0.433,2020,205113600.0
0.397,['Eminem'],0.708,363521,0.843,1,6or1bKJiZ06IlK0vFvY75k,0.0,7,0.799,-2.66,1,Rap God,76,2013-11-05,0.314,148.14,0.625,2013,236649600.0
0.316,"['Chris Brown', 'Young Thug']",0.755,176960,0.578,1,1IIKrJVP1C9N7iPtG6eOsK,0.0,0,0.25,-8.932,0,Go Crazy,85,2020-05-08,0.145,94.148,0.581,2020,157766400.0
0.922,['John Legend'],0.422,269560,0.264,0,3U4isOIWM3VvDubwSI3y7a,0.0,8,0.132,-7.064,1,All of Me,85,2013-08-30,0.0322,119.93,0.331,2013,223603200.0
0.17600000000000002,['Los Enanitos Verdes'],0.7140000000000001,222227,0.735,0,6Pur3hWy6Nzc27ilmsp5HA,0.0006219999999999999,4,0.115,-7.125,0,Lamento Boliviano,76,1994-01-01,0.0306,123.57,0.68,1994,344563200.0
0.204,"['The Chainsmokers', 'Bebe Rexha']",0.585,217640,0.696,0,2oejEp50ZzPuQTQ6v54Evp,0.0,4,0.344,-5.6,0,Call You Mine,78,2019-12-06,0.0307,104.01,0.522,2019,370828800.0
0.403,['The Ronettes'],0.529,181267,0.772,0,5ASM6Qjiav2xPe7gRkQMsQ,2.21e-06,2,0.316,-7.013,1,Sleigh Ride,82,1963,0.0287,91.751,0.853,1963,515376000.0
0.00929,['Taylor Swift'],0.7709999999999999,171360,0.6709999999999999,0,6RRNNciQGZEXnqk8SQ9yv5,0.0,2,0.0637,-5.617000000000001,1,You Need To Calm Down,79,2019-08-23,0.0553,85.02600000000002,0.7140000000000001,2019,57888000.0
0.114,"['Gunna', 'Young Thug']",0.825,197760,0.458,1,3nS9a01VvXHQriLqJYwRqG,0.0,0,0.102,-7.47,1,DOLLAZ ON MY HEAD (feat. Young Thug),81,2020-05-22,0.0577,145.115,0.161,2020,
0.614,['Brenda Lee'],0.589,126267,0.472,0,2EjXfH91m7f8HiJN1yQg97,0.0,8,0.505,-8.749,1,Rockin' Around The Christmas Tree,87,1964-10-19,0.0502,67.196,0.898,1964,168307200.0
0.6970000000000001,['Dean Lewis'],0.5529999999999999,196373,0.586,1,3EPXxR3ImUwfayaurPi3cm,0.0,11,0.0813,-6.319,1,Be Alright,82,2018-06-29,0.0362,126.684,0.443,2018,63158400.0
0.136,['Post Malone'],0.8290000000000001,149547,0.539,1,7xQAfvXzm3AkraOtGPWIZg,1.78e-06,11,0.103,-7.359,0,Wow.,83,2019-09-06,0.208,99.96,0.388,2019,483840000.0
0.0927,"['Kungs', ""Cookin' On 3 Burners""]",0.792,195547,0.7170000000000001,0,1A8j067qyiNwQnZT0bzUpZ,3.59e-05,0,0.226,-4.759,0,This Girl (Kungs Vs. Cookin' On 3 Burners),76,2016-11-04,0.0393,121.985,0.466,2016,
0.833,['Taylor Swift'],0.392,214707,0.574,0,0lx2cLdOt3piJbcaXIV74f,0.00179,7,0.145,-9.195,1,willow,89,2020-12-11,0.17,81.112,0.529,2020,328665600.0
0.0338,"['Usher', 'Pitbull']",0.6629999999999999,220800,0.861,0,4356Typ82hUiFAynbLYbPn,0.0,7,0.08199999999999999,-3.398,0,DJ Got Us Fallin' In Love (feat. Pitbull),78,2010-03-30,0.109,119.963,0.654,2010,
0.242,['Bea Miller'],0.74,180161,0.415,1,7JDWhC422Gtk1Bq0mL3OTC,0.000156,0,0.319,-8.914,1,feel something,80,2019-06-21,0.0707,136.029,0.156,2019,23673600.0
0.647,"['Idina Menzel', 'Michael Bublé']",0.5529999999999999,166147,0.476,0,0Ie5uiv54KgCr7P4sYDTHl,0.0,0,0.281,-8.869,1,Baby It's Cold Outside (duet with Michael Bublé),76,2014-10-10,0.0649,113.401,0.5579999999999999,2014,
0.0561,['Dua Lipa'],0.695,203808,0.884,0,39LLxExYz6ewLAcYrzQQyP,0.0,6,0.213,-2.278,0,Levitating,79,2020-03-27,0.0753,103.014,0.914,2020,0.0
0.6609999999999999,['XXXTENTACION'],0.5920000000000001,110886,0.457,1,2ZRo7axmMPeSVUvDbGkJah,0.000331,9,0.146,-6.081,0,Hope,84,2018-03-16,0.0603,146.04,0.225,2018,307756800.0
0.845,['Whitney Houston'],0.332,271093,0.214,0,4eHbdreAnSOrDDsFfc4Fpm,5.62e-06,4,0.0839,-12.518,1,I Will Always Love You,77,1992-11-17,0.0349,67.531,0.11,1992,289180800.0
0.051,['blackbear'],0.7659999999999999,165600,0.64,1,0qgZvYWLIqDn0tXimF8gPa,0.0,0,0.237,-8.899,1,dirty laundry,77,2015-02-14,0.0345,100.044,0.67,2015,249868800.0
0.443,['MASN'],0.8759999999999999,197217,0.312,1,56fkAaSu91c1E2k43wGPFC,0.0,7,0.247,-10.17,1,Psycho!,76,2020-08-21,0.0521,114.973,0.377,2020,
0.362,['Boza'],0.725,186133,0.7559999999999999,0,3VvA1wSxukMLsvXoXtlwWx,0.000685,4,0.103,-5.013,1,Hecha Pa' Mi,92,2020-07-31,0.0572,100.07,0.828,2020,7776000.0
0.537,['Taylor Swift'],0.613,239560,0.581,0,4R2kfaDFhslZEMJqAFNpdd,0.00034500000000000004,0,0.25,-8.588,0,cardigan,82,2020-07-24,0.0424,130.033,0.551,2020,15724800.0
0.0498,"['The Chainsmokers', 'Coldplay']",0.617,247160,0.635,0,6RUKPb4LETWmmr3iAEQktW,1.44e-05,11,0.16399999999999998,-6.769,0,Something Just Like This,82,2017-04-07,0.0317,103.019,0.446,2017,123638400.0
0.0279,['Fugees'],0.765,298773,0.29,0,0Q0IVlqMV64kNLlwjPj0Hl,0.0,4,0.5710000000000001,-17.117,0,Killing Me Softly With His Song,77,1996-02-13,0.139,92.409,0.506,1996,541641600.0
0.272,['Beyoncé'],0.508,261640,0.72,0,4JehYebiI9JE8sR8MisGVb,0.0,11,0.0563,-5.908,0,Halo,76,2008-11-17,0.0628,79.983,0.472,2008,428630400.0
0.428,"['The Weeknd', 'Daft Punk']",0.773,269187,0.8190000000000001,0,3dhjNA0jGA8vHBQ1VdD6vV,0.0,0,0.0679,-5.9460000000000015,0,I Feel It Coming,79,2016-11-25,0.118,92.987,0.585,2016,131328000.0
0.0371,"['Eminem', 'Dido']",0.78,404107,0.768,1,3UmaczJpikHgJFyBTAJVoz,2.34e-06,6,0.518,-4.325,0,Stan,78,2000-05-23,0.238,80.063,0.507,2000,76204800.0
0.0569,"['Nelly Furtado', 'Timbaland']",0.8079999999999999,242293,0.97,0,2gam98EZKrF9XuOkU13ApN,6.13e-05,10,0.154,-6.098,0,Promiscuous,81,2006-01-01,0.0506,114.328,0.868,2006,468115200.0
0.823,['James Arthur'],0.29600000000000004,212720,0.35100000000000003,0,15xWRPHQMeqgdkGzInx3PY,1.5e-06,6,0.11,-9.538,1,Falling Like The Stars,76,2019-05-10,0.0351,177.59599999999998,0.19,2019,57888000.0
0.103,['Outkast'],0.727,235213,0.974,0,2PpruBYCo4H7WOBJ7Q2EwM,0.000532,4,0.174,-2.261,0,Hey Ya!,78,2003,0.0664,79.52600000000002,0.965,2003,
0.00301,['Neon Trees'],0.471,177280,0.924,0,2iUmqdfGZcHIhS3b9E9EWq,0.0,8,0.313,-3.906,1,Everybody Talks,80,2012-01-01,0.0586,154.961,0.725,2012,270777600.0
0.8,['Alessia Cara'],0.481,227693,0.267,0,4WzhjxvLP95y7AMDy0Atwb,0.0,7,0.249,-9.249,1,Out Of Love,79,2018-11-30,0.0339,117.64,0.13699999999999998,2018,497059200.0
0.14800000000000002,"['Ed Sheeran', 'Camila Cabello', 'Cardi B']",0.857,204467,0.621,0,4vUmTMuQqjdnvlZmAH61Qk,0.0,9,0.0865,-6.376,0,South of the Border (feat. Camila Cabello & Cardi B),79,2019-07-12,0.0825,97.989,0.6679999999999999,2019,
0.505,['Bad Bunny'],0.693,221187,0.5489999999999999,0,7kjEqI6eZ7YlFrGhxixnlN,4.73e-05,2,0.324,-6.098,1,ANTES QUE SE ACABE,80,2020-11-27,0.0577,139.988,0.473,2020,13046400.0
0.199,"['Calvin Harris', 'Rihanna']",0.63,222160,0.928,0,0azC730Exh71aQlOt9Zj3y,0.124,9,0.14800000000000002,-2.787,0,This Is What You Came For (feat. Rihanna),78,2016-04-29,0.0331,123.963,0.465,2016,
0.0165,['Justin Quiles'],0.807,185840,0.6559999999999999,1,3GtnId3Cm1Xa6joCj08nzW,0.0,3,0.0693,-4.395,0,Jeans,88,2020-08-14,0.105,83.943,0.89,2020,2678400.0
0.65,['Pop Smoke'],0.7090000000000001,160000,0.5479999999999999,1,1tkg4EHVoqnhR6iFEXb60y,1.59e-06,10,0.133,-8.493,1,What You Know Bout Love,93,2020-07-03,0.353,83.995,0.5429999999999999,2020,15724800.0
0.627,['Madison Beer'],0.375,223270,0.461,0,4PV0uE5pZSh44E3NqNNDEH,0.0,9,0.386,-6.202000000000001,1,Selfish,80,2020-02-14,0.0279,75.217,0.233,2020,128908800.0
0.8109999999999999,['One Direction'],0.7090000000000001,219040,0.22,0,0TAmnCzOtqRfvA38DDLTjj,0.0,7,0.175,-11.856,1,Little Things,78,2012-11-12,0.0327,110.076,0.53,2012,5097600.0
0.133,['Tyga'],0.816,131607,0.63,1,6LcauUZjF1eXQrgqMUecHX,0.0,2,0.0692,-5.568,1,Ayy Macarena,77,2019-11-13,0.226,96.493,0.715,2019,42076800.0
0.00782,['BTS'],0.787,202313,0.669,0,2FVpOsjT1iquZ3SpCjZ9Ne,0.0,5,0.123,-4.333,0,Telepathy,82,2020-11-20,0.0428,104.994,0.57,2020,515376000.0
0.43,"['Marvin Gaye', 'Tammi Terrell']",0.6629999999999999,151667,0.6,0,7tqhbajSfrz2F7E1Z75ASX,0.0,7,0.184,-10.87,1,Ain't No Mountain High Enough,80,1967-08-29,0.032,129.991,0.8,1967,478483200.0
0.0169,['5 Seconds of Summer'],0.596,203418,0.8540000000000001,0,2iUXsYOEPhVqEBwsqP70rE,0.0,7,0.124,-5.114,0,Youngblood,81,2018-06-15,0.463,120.274,0.152,2018,55296000.0
0.6940000000000001,"[""Olivia O'Brien""]",0.657,189000,0.355,0,0jllH0usRFD4LJkJnGK9Lf,0.000427,7,0.123,-12.044,1,Complicated,76,2015-08-09,0.0714,74.99,0.0808,2015,354931200.0
0.18,"['Rauw Alejandro', 'Chencho Corleone', 'KEVVO', 'Bryant Myers', 'Lyanno', 'Dalex']",0.7709999999999999,289899,0.769,1,74j34STf8L6uADnTN69ohv,1.57e-05,0,0.345,-3.504,0,El Efecto - Remix,79,2019-12-13,0.0694,167.96900000000005,0.931,2019,328665600.0
0.0743,"['DJ Khaled', 'Drake']",0.695,218902,0.343,1,35RJhm1pEovTBwnNR0zWad,1.04e-06,5,0.107,-10.798,1,GREECE (feat. Drake),84,2020-07-16,0.0432,85.84,0.229,2020,
0.00187,"['Troye Sivan', 'Kacey Musgraves', 'Mark Ronson']",0.581,213572,0.674,0,4XWaUb7mKRcJR5RPp4IIDr,3.01e-06,8,0.128,-7.09,1,Easy (with Kacey Musgraves feat. Mark Ronson),76,2020-12-10,0.033,143.005,0.488,2020,
0.00583,"['Keala Settle', 'The Greatest Showman Ensemble']",0.284,234707,0.7040000000000001,0,45aBsnKRWUzhwbcqOJLwfe,0.000115,2,0.0424,-7.276,1,This Is Me,77,2017-12-08,0.18600000000000005,191.702,0.1,2017,404956800.0
0.7490000000000001,['StaySolidRocky'],0.728,147800,0.431,0,5RqR4ZCCKJDcBLIn4sih9l,0.0,6,0.0996,-9.966,0,Party Girl,82,2020-04-21,0.0622,130.02200000000002,0.629,2020,236649600.0
0.00836,['Gorillaz'],0.818,222640,0.705,0,0d28khcov6AiegSCpG5TuT,0.00233,6,0.613,-6.6789999999999985,1,Feel Good Inc.,81,2005-05-23,0.177,138.559,0.772,2005,494380800.0
0.15,['Sean Kingston'],0.762,225373,0.6609999999999999,0,1hGy2eLcmC8eKx7qr1tOqx,0.0,1,0.256,-6.075,0,Beautiful Girls,77,2007-07-23,0.0687,130.009,0.769,2007,436579200.0
0.48,"['itssvd', 'Shiloh Dynasty']",0.753,120547,0.355,0,1LGFhRGycG5VI9cU8gFgVP,0.865,8,0.122,-13.295,0,Losing Interest,76,2017-02-12,0.0898,111.863,0.506,2017,18316800.0
0.00882,['Miley Cyrus'],0.613,231240,0.622,0,2y4lAQpi5VTNLu2ldeTdUH,0.0,1,0.37,-5.794,0,We Can't Stop,78,2013-10-04,0.0334,80.003,0.484,2013,244598400.0
0.901,['awfultune'],0.6629999999999999,121375,0.408,1,0mr8FAnN9X70p5KRUwMIJx,0.000691,0,0.16,-10.861,1,I Met Sarah in the Bathroom,76,2019-07-31,0.163,90.191,0.227,2019,18316800.0
0.0123,"['NAV', 'Lil Baby']",0.852,184619,0.674,1,4x3mum2YGHtIBrgUKiNt4F,0.0,2,0.126,-4.166,1,Don't Need Friends (feat. Lil Baby),77,2020-11-06,0.211,130.085,0.584,2020,
0.0098,['Paramore'],0.602,216013,0.923,0,1yjY7rpaAQvKwpdUliHx0d,0.0,5,0.0561,-3.763,1,Still into You,76,2013-04-05,0.044,136.01,0.765,2013,241920000.0
0.28600000000000003,"['Maren Morris', 'Hozier']",0.561,197299,0.597,0,1yTTMcUhL7rtz08Dsgb7Qb,0.0,11,0.0979,-6.0,0,The Bones - with Hozier,76,2019-10-04,0.0405,76.82600000000002,0.355,2019,47347200.0
0.0841,['Twenty One Pilots'],0.732,195920,0.396,0,6i0V12jOa3mr6uu4WYhUBr,3.58e-05,4,0.105,-9.348,0,Heathens,81,2016-06-16,0.0286,90.024,0.5479999999999999,2016,144547200.0
0.00135,['Nickelback'],0.446,223840,0.764,0,0gmbgwZ8iqyMPmXefof8Yf,0.0,10,0.099,-5.042,1,How You Remind Me,78,2001-09-11,0.033,172.09400000000005,0.5429999999999999,2001,504921600.0
0.746,['Harry Styles'],0.4270000000000001,224867,0.262,0,5kRPPEWFJIMox5qIkQkiz5,0.0,7,0.068,-8.541,1,Sweet Creature,78,2017-05-12,0.0276,104.085,0.228,2017,123638400.0
0.0509,['Coldplay'],0.449,278719,0.585,0,6nek1Nin9q48AVZcWs9e9D,8.75e-05,5,0.0833,-6.761,1,Paradise,79,2011-10-24,0.0268,139.631,0.212,2011,76204800.0
0.687,"['gnash', ""Olivia O'Brien""]",0.4920000000000001,251034,0.275,1,7vRriwrloYVaoAe3a9wJHe,0.0,6,0.101,-13.4,0,"i hate u, i love u (feat. olivia o'brien)",80,2016-03-25,0.3,92.6,0.18,2016,
0.0257,"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']",0.628,169397,0.7440000000000001,1,2gTdDMpNxIRFSiu7HutMCg,0.0,7,0.313,-4.718,1,I Think I'm OKAY (with YUNGBLUD & Travis Barker),80,2019-07-05,0.0379,119.921,0.277,2019,
0.606,"['$NOT', 'Maggie Lindemann']",0.713,187587,0.47,1,3oGbHF3Kdwf3AsRCbBjUxu,1.35e-05,9,0.306,-8.698,1,Moon & Stars (feat. Maggie Lindemann),76,2020-03-06,0.0864,84.51799999999999,0.0825,2020,
0.8270000000000001,['Thundercat'],0.586,116630,0.893,0,1c5CllrZr45UBhWpIqM332,0.642,7,0.212,-8.772,1,Funny Thing,76,2020-04-03,0.439,140.023,0.65,2020,539136000.0
0.604,['Lewis Capaldi'],0.459,215107,0.575,0,2gMXnyrvIjhVBUZwvLZDMP,0.0,3,0.0885,-4.8580000000000005,1,Before You Go,85,2019-11-22,0.0573,111.881,0.183,2019,18316800.0
0.0032700000000000003,['Lil Baby'],0.856,135960,0.564,1,4Iedi94TIaB2GGb1nMB68v,0.0,6,0.134,-6.295,0,On Me,82,2020-12-04,0.392,77.972,0.483,2020,120960000.0
0.297,['Halsey'],0.752,201661,0.488,1,5p7ujcrUXASCNwRaWNHR1C,9.11e-06,6,0.0936,-7.05,1,Without Me,82,2018-10-04,0.0705,136.041,0.5329999999999999,2018,73612800.0
0.354,['Lil Tjay'],0.5670000000000001,224000,0.515,1,0RLLvYBopDwooCyvnTwgYu,0.0,6,0.078,-10.265,0,F.N,82,2019-10-11,0.247,120.1,0.321,2019,47347200.0
0.952,['Billie Eilish'],0.421,291796,0.131,0,6CcJMwBtXByIz4zQLzFkKc,0.004529999999999999,0,0.109,-18.435,1,i love you,81,2019-03-29,0.0382,137.446,0.12,2019,289180800.0
0.0717,['Rihanna'],0.509,224000,0.637,1,5oO3drDxtziYU2H1X23ZIp,1.0800000000000003e-05,4,0.0789,-4.83,0,Love On The Brain,80,2016-01-28,0.0471,172.00599999999997,0.378,2016,131328000.0
0.519,"['Ariana Grande', 'The Weeknd']",0.411,239949,0.522,0,7E1jVNoWuemqUryI4FxsVD,0.0,0,0.398,-7.295,1,off the table (with The Weeknd),77,2020-10-30,0.0981,88.33200000000002,0.382,2020,
0.00128,['Kelly Clarkson'],0.509,229640,0.812,0,3YZE5qDV7u1ZD1gZc47ZeR,1.99e-05,8,0.214,-5.439,1,Underneath the Tree,77,2013-10-29,0.0537,159.878,0.6890000000000001,2013,10454400.0
0.11,['Lizzo'],0.715,173325,0.624,1,3HWzoMvoF3TQfYg4UPszDq,0.0,4,0.123,-3.0460000000000003,0,Truth Hurts,78,2019-04-19,0.114,158.08700000000005,0.412,2019,49939200.0
0.269,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']",0.845,219048,0.677,0,4HYDUMY0xSpeBr0AMY9cUz,0.000917,11,0.108,-4.798,0,La Curiosidad,89,2020-06-12,0.136,90.01299999999998,0.68,2020,0.0
0.524,['Don Toliver'],0.652,154424,0.631,0,7AzlLxHn24DxjgQX73F9fU,0.000579,6,0.165,-5.718,0,No Idea,82,2020-03-13,0.0893,127.998,0.35,2020,42076800.0
0.0222,['BTS'],0.7809999999999999,180221,0.762,0,0ono6UCNVZ1XqOm6j78Blu,0.0,10,0.121,-5.188,0,Filter,78,2020-02-21,0.0626,110.042,0.86,2020,31536000.0
0.0781,['Pink Floyd'],0.6940000000000001,238747,0.394,0,4gMgiXfqyzZLMhsksGmbQV,0.000677,0,0.247,-15.880999999999998,1,"Another Brick in the Wall, Pt. 2",76,1979-11-30,0.0428,104.126,0.7190000000000001,1979,
0.0383,['The Rolling Stones'],0.723,222813,0.863,0,2PzU4IB8Dr6mxV3lHuaG34,0.0317,2,0.128,-7.89,1,(I Can't Get No) Satisfaction - Mono Version,77,1965-07-30,0.0338,136.30200000000002,0.931,1965,
0.434,"['Daddy Yankee', 'Marc Anthony']",0.665,231593,0.94,0,7AUhck1sPy11OExQmDDx4P,0.0,5,0.0914,-3.606,1,De Vuelta Pa' La Vuelta,77,2020-12-10,0.0553,93.725,0.752,2020,7776000.0
0.735,['Taylor Swift'],0.575,229840,0.434,0,7dW84mWkdWE5a6lFWxJCBG,6.59e-05,5,0.105,-8.193,1,‘tis the damn season,81,2020-12-11,0.0312,145.916,0.348,2020,2678400.0
0.32299999999999995,['Claire Rosinkranz'],0.8170000000000001,129241,0.635,0,04F42oEuKrRComYJfJuyVR,0.0,5,0.0738,-7.246,1,Backyard Boy,79,2020-10-02,0.163,138.015,0.454,2020,20995200.0
0.00402,"['Megan Thee Stallion', 'DaBaby']",0.957,137984,0.4370000000000001,1,4aarlAfLKVCTxUDNgbwhjH,0.0,11,0.219,-7.8820000000000014,1,Cry Baby (feat. DaBaby),83,2020-11-20,0.359,130.058,0.616,2020,
0.575,['Morgan Wallen'],0.621,239120,0.754,1,2L4YgbxxwmwafMqLIjSx8q,0.00484,7,0.213,-5.904,0,Livin’ The Dream,77,2020-11-19,0.0269,127.036,0.441,2020,
0.855,['Taylor Swift'],0.515,260440,0.545,1,19CSr8rwW05VJL2F91KFNK,1.97e-05,2,0.0921,-9.277,1,ivy,80,2020-12-11,0.0353,88.85600000000002,0.535,2020,289180800.0
0.585,['Sara Kays'],0.679,227186,0.61,0,1nYzjrdVQ8RpF93M0jPFW7,9.51e-05,7,0.156,-10.936,0,Remember That Night?,83,2020-11-06,0.0305,123.978,0.5539999999999999,2020,460166400.0
0.0412,['Bruno Mars'],0.8740000000000001,178560,0.6920000000000001,1,55h7vJchibLdUkxdlX3fK7,7.240000000000001e-05,5,0.324,-5.28,0,Treasure,76,2012-12-07,0.0431,116.017,0.937,2012,86832000.0
0.22,['Linked Horizon'],0.44,341413,0.983,0,5uraJqtCBvLpwt3VeomZdq,0.0,0,0.26,-4.36,1,Shinzo wo Sasageyo!,76,2017,0.0868,159.968,0.203,2017,
0.245,['Ricky Montgomery'],0.639,216880,0.526,0,2IVsRhKrx8hlQBOWy4qebo,2.43e-05,0,0.25,-6.697,1,Mr Loverman,79,2016-04-08,0.0256,130.033,0.488,2016,13046400.0
0.0342,"['BLACKPINK', 'Selena Gomez']",0.79,175813,0.7290000000000001,0,2J4P46vCFm1rPkNkp9pZWX,9.31e-05,9,0.0411,-3.843,1,Ice Cream (with Selena Gomez),76,2020-08-28,0.334,159.989,0.904,2020,20995200.0
0.172,['Juice WRLD'],0.635,215381,0.537,1,3wwo0bJvDSorOpNfzEkfXx,0.0,7,0.418,-7.895,0,Let Me Know (I Wonder Why Freestyle),78,2019-12-07,0.0832,125.028,0.383,2019,
0.0337,"['Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'watt']",0.664,174800,0.708,0,5Gu0PDLN4YJeW75PpBSg9p,0.0,8,0.0841,-4.154,1,"Let Me Go (with Alesso, Florida Georgia Line & watt)",78,2017-09-08,0.0474,103.07,0.742,2017,
0.0185,"['Soulja Boy', 'Sammie']",0.758,193387,0.7120000000000001,1,2q4rjDy9WhaN3o9MvDbO21,0.0,7,0.0677,-3.781,1,Kiss Me Thru The Phone,76,2008-01-01,0.112,149.998,0.795,2008,381369600.0
0.934,"['Billie Eilish', 'Khalid']",0.35100000000000003,200186,0.29600000000000004,0,0u2P5u6lvoDfwTYjAADbn4,0.0,4,0.095,-10.109,0,lovely (with Khalid),88,2018-04-19,0.0333,115.284,0.12,2018,76204800.0
0.8370000000000001,['Maroon 5'],0.764,189486,0.32,0,2b8fOow8UzyDFAE27YhOZM,0.0,11,0.0822,-7.209,1,Memories,88,2019-09-20,0.0546,91.019,0.575,2019,515376000.0
0.229,['Ariana Grande'],0.7170000000000001,207320,0.653,1,3e9HZxeyfWwjeyPAMmWSSQ,0.0,1,0.101,-5.634,1,"thank u, next",84,2019-02-08,0.0658,106.966,0.412,2019,76204800.0
0.0978,"['Big Sean', 'Post Malone']",0.7240000000000001,199758,0.675,1,33gwZOGJWEZ7dRWPqPxBEZ,9.41e-06,2,0.35100000000000003,-5.267,1,Wolves (feat. Post Malone),82,2020-09-04,0.0867,160.048,0.325,2020,
0.0236,['Michael Jackson'],0.92,293827,0.654,0,5ChkMS8OtdzJeqyybCc9R5,0.0158,11,0.0359,-3.051,0,Billie Jean,83,1982-11-30,0.0401,117.046,0.847,1982,370828800.0
0.00172,['Kings of Leon'],0.542,203347,0.905,0,0ntQJM78wzOLVeCUAW7Y45,0.0104,9,0.136,-5.653,1,Sex on Fire,80,2008-09-23,0.054000000000000006,153.398,0.374,2008,386467200.0
